Set ID,Standard ID,Standard Description,Content Kind,Content Title,Content URL
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,Modeling with one-step equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-super-yoga/v/constructing-basic-equations-examples
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,One-step addition & subtraction equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-add-sub-equations/v/adding-and-subtracting-the-same-thing-from-both-sides
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Article,One-step addition & subtraction equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-add-sub-equations/a/solving-one-step-addition-and-subtraction-equations
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Exercise,One-step addition & subtraction equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-add-sub-equations/e/one_step_equations
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,One-step addition & subtraction equations: fractions & decimals,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-add-sub-equations/v/examples-of-one-step-equations-with-fractions-and-decimals
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Exercise,One-step addition & subtraction equations: fractions & decimals,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-add-sub-equations/e/one-step-add-sub-equations-2
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,One-step addition equation,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-add-sub-equations/v/solving-one-step-equations
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,One-step division equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-mult-div-equations/v/simple-equations
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,One-step equations intuition,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-solving-equations/v/one-step-equation-intuition
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Article,One-step multiplication & division equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-mult-div-equations/a/solving-one-step-multiplication-and-division-equations
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Exercise,One-step multiplication & division equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-mult-div-equations/e/linear_equations_1
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,One-step multiplication & division equations: fractions & decimals,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-mult-div-equations/v/one-step-multiplication-and-division-equations-with-fractions
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Exercise,One-step multiplication & division equations: fractions & decimals,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-mult-div-equations/e/one-step-mult-div-equations-2
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,One-step multiplication equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-one-step-mult-div-equations/v/solving-one-step-equations-2
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,Representing a relationship with an equation,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-solving-equations/v/representing-a-relationship-with-a-simple-equation
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Video,Same thing to both sides of equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-solving-equations/v/why-we-do-the-same-thing-to-both-sides-simple-equations
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Exercise,Solve equations from visual models,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-solving-equations/e/visualize-equations
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Exercise,Testing solutions to equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-intro-equations/e/testing-solutions-of-equations-inequalities
CCSS.Math,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form <i>x</i> + <i>p</i> = <i>q</i> and<i> px</i> = <i>q</i> for cases in which <i>p</i>, <i>q</i> and <i>x</i> are all nonnegative rational numbers.",Exercise,Translate one-step equations and solve,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-super-yoga/e/translate-one-step-equations-and-solve--basic-
CCSS.Math,6.EE.B.8,Write an inequality of the form <i>x</i> &gt; <i>c</i> or <i>x</i> &lt; <i>c</i> to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form <i>x</i> &gt; <i>c</i> or<i> x</i> &lt; c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,Exercise,Graphing basic inequalities,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-inequalities/e/graphs-of-inequalities
CCSS.Math,6.EE.B.8,Write an inequality of the form <i>x</i> &gt; <i>c</i> or <i>x</i> &lt; <i>c</i> to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form <i>x</i> &gt; <i>c</i> or<i> x</i> &lt; c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,Article,Graphing inequalities review,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-inequalities/a/graphing-inequalities-review
CCSS.Math,6.EE.B.8,Write an inequality of the form <i>x</i> &gt; <i>c</i> or <i>x</i> &lt; <i>c</i> to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form <i>x</i> &gt; <i>c</i> or<i> x</i> &lt; c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,Exercise,Inequalities word problems,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-inequalities/e/inequalities-in-one-variable-1
CCSS.Math,6.EE.B.8,Write an inequality of the form <i>x</i> &gt; <i>c</i> or <i>x</i> &lt; <i>c</i> to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form <i>x</i> &gt; <i>c</i> or<i> x</i> &lt; c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,Video,Inequalities word problems ,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-inequalities/v/real-world-situations-with-inequalities
CCSS.Math,6.EE.B.8,Write an inequality of the form <i>x</i> &gt; <i>c</i> or <i>x</i> &lt; <i>c</i> to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form <i>x</i> &gt; <i>c</i> or<i> x</i> &lt; c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,Exercise,Inequality from graph,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-inequalities/e/inequality-from-graph
CCSS.Math,6.EE.B.8,Write an inequality of the form <i>x</i> &gt; <i>c</i> or <i>x</i> &lt; <i>c</i> to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form <i>x</i> &gt; <i>c</i> or<i> x</i> &lt; c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,Video,Plotting an inequality example,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-inequalities/v/inequalities-on-a-number-line
CCSS.Math,6.EE.B.8,Write an inequality of the form <i>x</i> &gt; <i>c</i> or <i>x</i> &lt; <i>c</i> to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form <i>x</i> &gt; <i>c</i> or<i> x</i> &lt; c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,Exercise,Plotting inequalities,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-inequalities/e/inequalities_on_a_number_line
CCSS.Math,6.EE.B.8,Write an inequality of the form <i>x</i> &gt; <i>c</i> or <i>x</i> &lt; <i>c</i> to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form <i>x</i> &gt; <i>c</i> or<i> x</i> &lt; c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,Video,Plotting inequalities ,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-inequalities/v/plotting-inequalities-on-a-number-line
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Exercise,Analyze relationships between variables,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/x0267d782:cc-6th-analyzing-relationships/e/analyze-relationships-between-variables
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Video,Analyzing relationships between variables,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/x0267d782:cc-6th-analyzing-relationships/v/analyzing-relationships-between-variables
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Video,Dependent & independent variables,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-dependent-independent/v/dependent-independent-variables
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Video,Dependent & independent variables: graphing,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-dependent-independent/v/dependent-and-independent-variables-exercise-example-2
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Article,Dependent and independent variables review,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-dependent-independent/a/dependent-and-independent-variables-review
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Exercise,Independent versus dependent variables,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-dependent-independent/e/dependent-and-independent-variables
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Exercise,Match equations to coordinates on a graph,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-dependent-independent/e/match-equations-to-coordinates-on-a-line
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Exercise,Relationships between quantities in equations,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/x0267d782:cc-6th-analyzing-relationships/e/create-two-variable-equations-from-real-world-contexts
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Exercise,Tables from equations with 2 variables,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/cc-6th-dependent-independent/e/complete-a-table-from-a-two-variable-equation
CCSS.Math,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Video,Writing equations for relationships between quantities,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities/x0267d782:cc-6th-analyzing-relationships/v/equations-relationships-quantities
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Video,Area of a parallelogram,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-parallelogram-area/v/intuition-for-area-of-a-parallelogram
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Video,Area of a triangle,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area-triangle/v/intuition-for-area-of-a-triangle
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Video,Area of composite shapes,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area/v/area-breaking-up-shape
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Exercise,Area of composite shapes,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area/e/area-of-quadrilaterals-and-polygons
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Article,Area of parallelograms,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-parallelogram-area/a/area-of-parallelogram
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Exercise,Area of parallelograms,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-parallelogram-area/e/area_of_parallelograms
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Video,Area of quadrilateral with 2 parallel sides,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area/v/area-of-quadrilateral-with-2-parallel-sides
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Exercise,Area of right triangles,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area-triangle/e/area-of-right-triangles
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Article,Area of triangles,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area-triangle/a/area-of-triangle
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Exercise,Area of triangles,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area-triangle/e/area_of_triangles_1
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Exercise,Decompose area with triangles,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area/e/decompose-area-with-triangles
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Exercise,Find base and height on a triangle,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area-triangle/e/find-base-and-height-on-a-triangle
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Exercise,Find missing length when given area of a parallelogram,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-parallelogram-area/e/find-missing-side-when-given-area-of-a-parallelogram
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Exercise,Find missing length when given area of a triangle,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area-triangle/e/find-length-when-given-area-of-a-triangle
CCSS.Math,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Video,Finding area by rearranging parts,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:cc-6th-plane-figures/cc-6th-area/v/area-comparisons
CCSS.Math,6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas <i>V = l w h</i> and <i>V = b h</i> to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Video,Surface area using a net: rectangular prism,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-geometry-topic/x0267d782:cc-6th-nets-of-3d-figures/v/surface-area-from-net
CCSS.Math,6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas <i>V = l w h</i> and <i>V = b h</i> to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Exercise,Volume by multiplying area of base times height,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-geometry-topic/cc-6th-volume-with-fractions/e/find-volume-by-multiplying-area-of-base-times-height
CCSS.Math,6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas <i>V = l w h</i> and <i>V = b h</i> to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Video,Volume of a rectangular prism: fractional dimensions,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-geometry-topic/cc-6th-volume-with-fractions/v/volume-of-a-rectangular-prism-with-fractional-dimensions
CCSS.Math,6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas <i>V = l w h</i> and <i>V = b h</i> to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Video,Volume of a rectangular prism: word problem,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-geometry-topic/cc-6th-volume-with-fractions/v/marbles-in-tank-volume
CCSS.Math,6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas <i>V = l w h</i> and <i>V = b h</i> to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Article,Volume with cubes of fractional side lengths,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-geometry-topic/x0267d782:cc-6th-volume-with-mini-cubes/a/volume-with-cubes-of-fractional-side-lengths
CCSS.Math,6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas <i>V = l w h</i> and <i>V = b h</i> to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Video,Volume with fractional cubes,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-geometry-topic/x0267d782:cc-6th-volume-with-mini-cubes/v/volume-of-a-rectangular-prism-with-fractional-cubes
CCSS.Math,6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas <i>V = l w h</i> and <i>V = b h</i> to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Exercise,Volume with fractions,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-geometry-topic/cc-6th-volume-with-fractions/e/volume_with_fractions
CCSS.Math,6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas <i>V = l w h</i> and <i>V = b h</i> to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Exercise,Volume word problems: fractions & decimals,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-geometry-topic/cc-6th-volume-with-fractions/e/volume-word-problems-with-fractions
CCSS.Math,6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Exercise,Area and perimeter on the coordinate plane,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:coordinate-plane/cc-6th-quadrilaterals-on-plane/e/area-and-perimeter-on-the-coordinate-plane
CCSS.Math,6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Video,Area of a parallelogram on the coordinate plane,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:coordinate-plane/cc-6th-quadrilaterals-on-plane/v/area-of-parallelogram-on-coordinate-plane
CCSS.Math,6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Video,Coordinates of a missing vertex,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:coordinate-plane/cc-6th-quadrilaterals-on-plane/v/finding-coordinates-of-missing-vertex-example
CCSS.Math,6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Video,Coordinates of rectangle example,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:coordinate-plane/cc-6th-quadrilaterals-on-plane/v/coordinates-of-rectangle-example
CCSS.Math,6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Video,Dimensions of a rectangle from coordinates,https://www.khanacademy.org/math/cc-sixth-grade-math/x0267d782:coordinate-plane/cc-6th-quadrilaterals-on-plane/v/dimensions-of-rectangle-from-coordinates-example
