Content Type,Slug,Title,Content ID,Course,Unit,Lesson,Lesson Order,Khan Academy URL
Video,"slope-example","Linear equations word problems: earnings",26801,"8th grade math","Linear equations and functions","Linear models",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/slope-example
Video,"interpreting-features-of-linear-functions-example-2","Linear equations word problems: volcano",x77591b48,"8th grade math","Linear equations and functions","Linear models",3,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/interpreting-features-of-linear-functions-example-2
Video,"application-problem-with-graph","Linear function example: spending money",33752750,"8th grade math","Linear equations and functions","Linear models",8,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/application-problem-with-graph
Video,"graphing-linear-functions-1","Linear functions word problem: fuel",xe11cda5c,"8th grade math","Linear equations and functions","Constructing linear models for real-world relationships",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/graphing-linear-functions-1
Video,"constructing-linear-functions-1","Linear functions word problem: iceberg",x32996275,"8th grade math","Linear equations and functions","Constructing linear models for real-world relationships",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/constructing-linear-functions-1
Video,"constructing-linear-functions-2","Linear functions word problem: paint",x40f2b455,"8th grade math","Linear equations and functions","Constructing linear models for real-world relationships",5,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/constructing-linear-functions-2
Video,"graphing-linear-functions-2","Linear functions word problem: pool",x5a10148b,"8th grade math","Linear equations and functions","Constructing linear models for real-world relationships",1,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/graphing-linear-functions-2
Video,"interpreting-features-of-linear-functions-example","Linear graphs word problem: cats",x97976348,"8th grade math","Linear equations and functions","Linear models",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/interpreting-features-of-linear-functions-example
Video,"interpreting-linear-graphs","Linear graphs word problems",370285953,"8th grade math","Linear equations and functions","Linear models",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/interpreting-linear-graphs
Video,"solving-for-a-variable-2","Manipulating formulas: temperature",26783,"8th grade math","Linear equations and functions","Functions",7,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/solving-for-a-variable-2
Video,"mapping-shapes","Mapping shapes",x43371bfd817e219c,"8th grade math","Geometric transformations","Properties & definitions of transformations",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/mapping-shapes
Video,"word-problem-solving-4","Modeling with linear equations: gym membership & lemonade",23644,"8th grade math","Linear equations and functions","Constructing linear models for real-world relationships",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/word-problem-solving-4
Video,"exploring-linear-relationships","Modeling with linear equations: snow",26797,"8th grade math","Linear equations and functions","Linear models",5,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/exploring-linear-relationships
Video,"multiplying-and-dividing-powers-with-integer-exponents","Multiplying & dividing powers (integer exponents)",x51aac3781797c497,"8th grade math","Numbers and operations","Exponent properties (integer exponents)",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/multiplying-and-dividing-powers-with-integer-exponents
Video,"another-congruence-by-transformation-example","Non-congruent shapes & transformations",x5172fee3,"8th grade math","Geometric transformations","Congruence and similarity",1,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/another-congruence-by-transformation-example
Video,"solving-systems-by-graphing-2","Number of solutions to a system of equations",26876,"8th grade math","Systems of equations","Number of solutions to systems of equations",3,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/solving-systems-by-graphing-2
Video,"examples-algebraically-analyzing-solutions-to-systems","Number of solutions to a system of equations algebraically",x7a8c8c42,"8th grade math","Systems of equations","Number of solutions to systems of equations",6,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/examples-algebraically-analyzing-solutions-to-systems
Video,"practice-thinking-about-number-of-solutions-to-systems","Number of solutions to a system of equations graphically",1116353804,"8th grade math","Systems of equations","Number of solutions to systems of equations",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/practice-thinking-about-number-of-solutions-to-systems
Video,"number-of-solutions-to-linear-equations","Number of solutions to equations",x60d48e64,"8th grade math","Solving equations with one unknown","Number of solutions to equations",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/number-of-solutions-to-linear-equations
Video,"create-function-from-equation","Obtaining a function from an equation",x0c7d59f7,"8th grade math","Linear equations and functions","Functions",8,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/create-function-from-equation
Video,"identifying-parallel-and-perpendicular-lines","Parallel & perpendicular lines",372432667,"8th grade math","Geometry","Angles between intersecting lines",1,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/identifying-parallel-and-perpendicular-lines
Video,"positive-and-negative-slope","Positive & negative slope",x77a4dfa1,"8th grade math","Linear equations and functions","Slope",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/positive-and-negative-slope
Video,"powers-of-products-and-quotients-integer-exponents","Powers of products & quotients (integer exponents)",x77dba0123ee2609c,"8th grade math","Numbers and operations","Exponent properties (integer exponents)",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/powers-of-products-and-quotients-integer-exponents
Video,"pythagoriean-theorem-in-3d","Pythagorean theorem in 3D",x5a21eae7,"8th grade math","Geometry","Pythagorean theorem application",6,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/pythagoriean-theorem-in-3d
Video,"pythagorean-theorem-proof-using-similarity","Pythagorean theorem proof using similarity",290279020,"8th grade math","Geometry","Pythagorean theorem proofs",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/pythagorean-theorem-proof-using-similarity
Video,"pythagorean-theorem-with-right-triangle","Pythagorean theorem with isosceles triangle",xb26b2a89796216fc,"8th grade math","Geometry","Pythagorean theorem",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/pythagorean-theorem-with-right-triangle
Video,"graphical-relations-and-functions","Recognizing functions from graph",357917979,"8th grade math","Linear equations and functions","Recognizing functions",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/graphical-relations-and-functions
Video,"functional-relationships-1","Recognizing functions from table",26790,"8th grade math","Linear equations and functions","Recognizing functions",5,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/functional-relationships-1
Video,"recognizing-functions-example-1","Recognizing functions from verbal description",xe1f24412,"8th grade math","Linear equations and functions","Recognizing functions",9,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/recognizing-functions-example-1
Video,"recognizing-functions-example-5","Recognizing functions from verbal description word problems",xe4c1673b,"8th grade math","Linear equations and functions","Recognizing functions",10,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/recognizing-functions-example-5
Video,"reflecting-points","Reflecting points",x2b4f6a857249e629,"8th grade math","Geometric transformations","Reflections",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/reflecting-points
Video,"reflecting-shapes","Reflecting shapes",xc5d517f510449447,"8th grade math","Geometric transformations","Reflections",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/reflecting-shapes
Video,"introduction-to-transformations","Rigid transformations intro",x7856e9c3,"8th grade math","Geometric transformations","Transformations intro",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/introduction-to-transformations
Video,"rigid-transformations-preserved-properties","Rigid transformations: preserved properties",x89713b044e601426,"8th grade math","Geometric transformations","Properties & definitions of transformations",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/rigid-transformations-preserved-properties
Video,"rotating-points","Rotating points",x0dcf739db7b81a07,"8th grade math","Geometric transformations","Rotations",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/rotating-points
Video,"testing-similarity-through-transformations","Similar shapes & transformations",xfc5aad45,"8th grade math","Geometric transformations","Congruence and similarity",3,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/testing-similarity-through-transformations
Video,"slope-from-equation","Slope from equation",x7c5573fa2851b201,"8th grade math","Linear equations and functions","Slope",10,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/slope-from-equation
Video,"slope-of-a-line-3","Slope of a horizontal line",33752753,"8th grade math","Linear equations and functions","Slope",13,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/slope-of-a-line-3
Video,"graphs-using-slope-intercept-form","Slope-intercept equation from graph",23638,"8th grade math","Linear equations and functions","Writing slope-intercept equations",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/graphs-using-slope-intercept-form
Video,"equation-of-a-line-1","Slope-intercept equation from slope & point",33752754,"8th grade math","Linear equations and functions","Writing slope-intercept equations",3,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/equation-of-a-line-1
Video,"equation-of-a-line-3","Slope-intercept equation from two points",33752756,"8th grade math","Linear equations and functions","Writing slope-intercept equations",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/equation-of-a-line-3
Video,"linear-equations-in-slope-intercept-form","Slope-intercept form problems",23646,"8th grade math","Linear equations and functions","Writing slope-intercept equations",6,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/linear-equations-in-slope-intercept-form
Video,"checking-ordered-pair-solutions-to-equations-1","Solutions to 2-variable equations",x9a47991d,"8th grade math","Linear equations and functions","Solutions to linear equations",1,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/checking-ordered-pair-solutions-to-equations-1
Video,"independent-and-dependent-systems","Solutions to systems of equations: dependent vs. independent",561902042,"8th grade math","Systems of equations","Number of solutions to systems of equations",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/independent-and-dependent-systems
Video,"finding-square-root-of-decimal","Square root of decimal",x4451110d,"8th grade math","Numbers and operations","Square roots & cube roots",7,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/finding-square-root-of-decimal
Video,"system-with-not-enough-information","System of equations word problem: infinite solutions",x8883c043,"8th grade math","Systems of equations","Systems of equations word problems",7,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/system-with-not-enough-information
Video,"systems-word-problem-with-no-solution","System of equations word problem: no solution",xa7908d53,"8th grade math","Systems of equations","Systems of equations word problems",6,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/systems-word-problem-with-no-solution
Video,"system-of-equations-distances-word-problem","System of equations word problem: walk & ride",xc63ae76c,"8th grade math","Systems of equations","Systems of equations word problems",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/system-of-equations-distances-word-problem
Video,"inconsistent-systems-of-equations","Systems of equations number of solutions: fruit prices (1 of 2)",1116349757,"8th grade math","Systems of equations","Number of solutions to systems of equations",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/inconsistent-systems-of-equations
Video,"infinite-solutions-to-systems","Systems of equations number of solutions: fruit prices (2 of 2)",1116483367,"8th grade math","Systems of equations","Number of solutions to systems of equations",1,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/infinite-solutions-to-systems
Video,"solving-systems-graphically-examples","Systems of equations with graphing: exact & approximate solutions",xf2261778,"8th grade math","Systems of equations","Systems of equations with graphing",5,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/solving-systems-graphically-examples
Video,"solving-systems-graphically","Systems of equations with graphing: y=7/5x-5 & y=3/5x-1",1112700719,"8th grade math","Systems of equations","Systems of equations with graphing",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/solving-systems-graphically
Video,"practice-using-substitution-for-systems","Systems of equations with substitution: -3x-4y=-2 & y=2x-5",1116433408,"8th grade math","Systems of equations","Solving systems with substitution",3,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/practice-using-substitution-for-systems
Video,"substitution-method-3","Systems of equations with substitution: coins",33752771,"8th grade math","Systems of equations","Systems of equations word problems",8,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/substitution-method-3
Video,"trolls-tolls-and-systems-of-equations","Systems of equations: trolls, tolls (1 of 2)",1095856196,"8th grade math","Systems of equations","Intro to systems of equations",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/trolls-tolls-and-systems-of-equations
Video,"solving-the-troll-riddle-visually","Systems of equations: trolls, tolls (2 of 2)",1095783741,"8th grade math","Systems of equations","Intro to systems of equations",1,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/solving-the-troll-riddle-visually
Video,"testing-a-solution-for-a-system-of-equations","Testing a solution to a system of equations",33752762,"8th grade math","Systems of equations","Intro to systems of equations",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/testing-a-solution-for-a-system-of-equations
Video,"translating-points","Translating points",x154b1155a0199523,"8th grade math","Geometric transformations","Translations",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/translating-points
Video,"drawing-image-of-translation","Translating shapes",x03952f21,"8th grade math","Geometric transformations","Translations",3,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/drawing-image-of-translation
Video,"challenging-triangle-angle-problem","Triangle angle challenge problem",265540635,"8th grade math","Geometry","Triangle angles",8,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/challenging-triangle-angle-problem
Video,"finding-more-angles","Triangle angle challenge problem 2",265540639,"8th grade math","Geometry","Triangle angles",9,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/finding-more-angles
Video,"triangle-angle-example-1","Triangle exterior angle example",265540642,"8th grade math","Geometry","Triangle angles",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/triangle-angle-example-1
Video,"area-of-an-isosceles-triangle","Use Pythagorean theorem to find area of an isosceles triangle",x3249b1b3b5e14fc2,"8th grade math","Geometry","Pythagorean theorem application",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/area-of-an-isosceles-triangle
Video,"volume-cone-example","Volume of a cone",x8cc61186,"8th grade math","Geometry","Volume",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/volume-cone-example
Video,"volume-of-a-sphere","Volume of a sphere",372432663,"8th grade math","Geometry","Volume",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/volume-of-a-sphere
Video,"what-is-a-function","What is a function?",x2ec1ec8a,"8th grade math","Linear equations and functions","Functions",0,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/what-is-a-function
Video,"finding-cube-roots","Worked example: Cube root of a negative number",126711578,"8th grade math","Numbers and operations","Square roots & cube roots",5,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/finding-cube-roots
Video,"understanding-function-notation-example-1","Worked example: Evaluating functions from equation",x1292edd2,"8th grade math","Linear equations and functions","Functions",1,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/understanding-function-notation-example-1
Video,"understanding-function-notation-example-2","Worked example: Evaluating functions from graph",xbdf4c75d,"8th grade math","Linear equations and functions","Functions",4,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/understanding-function-notation-example-2
Video,"equation-special-cases","Worked example: number of solutions to equations",13179469,"8th grade math","Solving equations with one unknown","Number of solutions to equations",1,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/equation-special-cases
Video,"slope-of-a-line","Worked example: slope from graph",26800,"8th grade math","Linear equations and functions","Slope",5,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/slope-of-a-line
Video,"slope-of-a-line-2","Worked example: slope from two points",33752752,"8th grade math","Linear equations and functions","Slope",8,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/slope-of-a-line-2
Video,"checking-ordered-pair-solutions-to-equations-2","Worked example: solutions to 2-variable equations",x6e2674bb,"8th grade math","Linear equations and functions","Solutions to linear equations",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/checking-ordered-pair-solutions-to-equations-2
Video,"slope-intercept-intro-examples","Worked examples: slope-intercept intro",xbe126b648573616d,"8th grade math","Linear equations and functions","Intro to slope-intercept form",2,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/slope-intercept-intro-examples
Video,"finding-x-intercept-of-a-line","x-intercept of a line",x6bca96e9,"8th grade math","Linear equations and functions","Intercepts",1,https://www.khanacademy.org/math/COURSE_SLUG/UNIT_SLUG/LESSON_SLUG/v/finding-x-intercept-of-a-line
