Set ID,Standard ID,Standard Description,Content Kind,Content Title,Content URL
NGSS.MS,MS-ESS2.D.1,"Weather and climate are influenced by interactions involving sunlight, the ocean, the atmosphere, ice, landforms, and living things. These interactions vary with latitude, altitude, and local and regional geography, all of which can affect oceanic and atmospheric flow patterns.",Exercise,Apply: regional climates,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:weather-and-climate/x87d03b443efbea0a:regional-climates/e/apply-regional-climates
NGSS.MS,MS-ESS2.D.1,"Weather and climate are influenced by interactions involving sunlight, the ocean, the atmosphere, ice, landforms, and living things. These interactions vary with latitude, altitude, and local and regional geography, all of which can affect oceanic and atmospheric flow patterns.",Video,Regional climates,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:weather-and-climate/x87d03b443efbea0a:regional-climates/v/regional-climates
NGSS.MS,MS-ESS2.D.1,"Weather and climate are influenced by interactions involving sunlight, the ocean, the atmosphere, ice, landforms, and living things. These interactions vary with latitude, altitude, and local and regional geography, all of which can affect oceanic and atmospheric flow patterns.",Article,Regional climates,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:weather-and-climate/x87d03b443efbea0a:regional-climates/a/regional-climates
NGSS.MS,MS-ESS2.D.2,"Because these patterns are so complex, weather can only be predicted probabilistically.",Video,Weather,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:weather-and-climate/x87d03b443efbea0a:weather/v/weather
NGSS.MS,MS-ESS2.D.2,"Because these patterns are so complex, weather can only be predicted probabilistically.",Article,Weather,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:weather-and-climate/x87d03b443efbea0a:weather/a/weather-ms
NGSS.MS,MS-ESS2.D.3,"The ocean exerts a major influence on weather and climate by absorbing energy from the sun, releasing it over time, and globally redistributing it through ocean currents.",Video,Global winds and currents,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:weather-and-climate/x87d03b443efbea0a:global-winds-and-currents/v/global-winds-and-currents
NGSS.MS,MS-ESS2.D.3,"The ocean exerts a major influence on weather and climate by absorbing energy from the sun, releasing it over time, and globally redistributing it through ocean currents.",Article,Global winds and currents,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:weather-and-climate/x87d03b443efbea0a:global-winds-and-currents/a/global-winds-and-currents
NGSS.MS,MS-ESS2.D.3,"The ocean exerts a major influence on weather and climate by absorbing energy from the sun, releasing it over time, and globally redistributing it through ocean currents.",Exercise,Understand: global winds and currents,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:weather-and-climate/x87d03b443efbea0a:global-winds-and-currents/e/understand-global-winds-and-currents
NGSS.MS,MS-ESS3.D.1,"Human activities, such as the release of greenhouse gases from burning fossil fuels, are major factors in the current rise in Earth’s mean surface temperature (global warming). Reducing the level of climate change and reducing human vulnerability to whatever climate changes do occur depend on the understanding of climate science, engineering capabilities, and other kinds of knowledge, such as understanding of human behavior, and on applying that knowledge wisely in decisions and activities.",Exercise,Apply: Earth's changing climate,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:earths-changing-climate/e/apply-earths-changing-climate
NGSS.MS,MS-ESS3.D.1,"Human activities, such as the release of greenhouse gases from burning fossil fuels, are major factors in the current rise in Earth’s mean surface temperature (global warming). Reducing the level of climate change and reducing human vulnerability to whatever climate changes do occur depend on the understanding of climate science, engineering capabilities, and other kinds of knowledge, such as understanding of human behavior, and on applying that knowledge wisely in decisions and activities.",Video,Earth's changing climate,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:earths-changing-climate/v/earths-changing-climate
NGSS.MS,MS-ESS3.D.1,"Human activities, such as the release of greenhouse gases from burning fossil fuels, are major factors in the current rise in Earth’s mean surface temperature (global warming). Reducing the level of climate change and reducing human vulnerability to whatever climate changes do occur depend on the understanding of climate science, engineering capabilities, and other kinds of knowledge, such as understanding of human behavior, and on applying that knowledge wisely in decisions and activities.",Article,Earth's changing climate,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:earths-changing-climate/a/earths-changing-climate
NGSS.MS,MS-ESS3-2,Analyze and interpret data on natural hazards to forecast future catastrophic events and inform the development of technologies to mitigate their effects.,Exercise,Apply: natural hazards,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:natural-hazards/e/apply-natural-hazards
NGSS.MS,MS-ESS3-2,Analyze and interpret data on natural hazards to forecast future catastrophic events and inform the development of technologies to mitigate their effects.,Article,Natural hazards,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:natural-hazards/a/natural-hazards
NGSS.MS,MS-ESS3-2,Analyze and interpret data on natural hazards to forecast future catastrophic events and inform the development of technologies to mitigate their effects.,Video,Natural hazards ,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:natural-hazards/v/natural-hazards
NGSS.MS,MS-ESS3-3,Apply scientific principles to design a method for monitoring and minimizing a human impact on the environment.,Exercise,Apply: human impacts on the environment,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:human-impacts-on-the-environment/e/apply-human-impacts-on-the-environment
NGSS.MS,MS-ESS3-3,Apply scientific principles to design a method for monitoring and minimizing a human impact on the environment.,Article,Human impacts on the environment,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:human-impacts-on-the-environment/a/human-impacts-on-the-environment
NGSS.MS,MS-ESS3-4,Construct an argument supported by evidence for how increases in human population and per capita consumption of natural resources impact Earth’s systems.,Exercise,Apply: human impacts on the environment,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:human-impacts-on-the-environment/e/apply-human-impacts-on-the-environment
NGSS.MS,MS-ESS3-4,Construct an argument supported by evidence for how increases in human population and per capita consumption of natural resources impact Earth’s systems.,Article,Human impacts on the environment,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:human-impacts-on-the-environment/a/human-impacts-on-the-environment
NGSS.MS,MS-ESS3.B.1,"Mapping the history of natural hazards in a region, combined with an understanding of related geologic forces, can help forecast the locations and likelihoods of future events.",Exercise,Apply: natural hazards,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:natural-hazards/e/apply-natural-hazards
NGSS.MS,MS-ESS3.B.1,"Mapping the history of natural hazards in a region, combined with an understanding of related geologic forces, can help forecast the locations and likelihoods of future events.",Article,Natural hazards,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:natural-hazards/a/natural-hazards
NGSS.MS,MS-ESS3.B.1,"Mapping the history of natural hazards in a region, combined with an understanding of related geologic forces, can help forecast the locations and likelihoods of future events.",Video,Natural hazards ,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:natural-hazards/v/natural-hazards
NGSS.MS,MS-ESS3.C.1,"Human activities have significantly altered the biosphere, sometimes damaging or destroying natural habitats and causing the extinction of other species. But changes to Earth’s environments can have different impacts (negative and positive) for different living things.",Exercise,Apply: human impacts on the environment,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:human-impacts-on-the-environment/e/apply-human-impacts-on-the-environment
NGSS.MS,MS-ESS3.C.1,"Human activities have significantly altered the biosphere, sometimes damaging or destroying natural habitats and causing the extinction of other species. But changes to Earth’s environments can have different impacts (negative and positive) for different living things.",Article,Human impacts on the environment,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:human-impacts-on-the-environment/a/human-impacts-on-the-environment
NGSS.MS,MS-ESS3.C.2,"Typically as human populations and per capita consumption of natural resources increase, so do the negative impacts on Earth unless the activities and technologies involved are engineered otherwise.",Exercise,Apply: human impacts on the environment,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:human-impacts-on-the-environment/e/apply-human-impacts-on-the-environment
NGSS.MS,MS-ESS3.C.2,"Typically as human populations and per capita consumption of natural resources increase, so do the negative impacts on Earth unless the activities and technologies involved are engineered otherwise.",Article,Human impacts on the environment,https://www.khanacademy.org/science/middle-school-earth-and-space-science/x87d03b443efbea0a:earth-and-society/x87d03b443efbea0a:human-impacts-on-the-environment/a/human-impacts-on-the-environment
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Exercise,Apply: eukaryotic cell structure and function,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/e/apply-eukaryotic-cell-structure-and-function
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Exercise,Apply: prokaryotic and eukaryotic cells,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:prokaryotic-and-eukaryotic-cells/e/apply-prokaryotic-and-eukaryotic-cells
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Exercise,Apply: the cellular basis of life,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:the-cellular-basis-of-life/e/apply-the-cellular-basis-of-life
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Article,Cell biology and microscopy,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:the-cellular-basis-of-life/a/cell-biology-and-microscopy
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Article,Cell parts that capture and release energy,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/a/cell-parts-that-capture-and-release-energy
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Article,Cell parts that help make proteins,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/a/cell-parts-that-help-make-proteins
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Article,Cell parts that maintain structure,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/a/cell-parts-that-maintain-structure
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Article,"Cell parts that make, modify, and transport molecules",https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/a/cell-parts-that-make-modify-and-transport-molecules
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Video,Comparing prokaryotic and eukaryotic cells,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:prokaryotic-and-eukaryotic-cells/v/comparing-prokaryotic-and-eukaryotic-cells
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Article,Prokaryotic and eukaryotic cells,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:prokaryotic-and-eukaryotic-cells/a/prokaryotic-and-eukaryotic-cells
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Article,The cellular basis of life,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:the-cellular-basis-of-life/a/the-cellular-basis-of-life
NGSS.HS,HS-LS1-1,"Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins, which carry out the essential functions of life through systems of specialized cells.",Exercise,Understand: parts of eukaryotic cells,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/e/understand-parts-of-eukaryotic-cells
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Exercise,Apply: from cells to organisms,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:untitled-26/e/apply-from-cells-to-organisms
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Exercise,Apply: organ system interactions,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:human-body-systems/e/apply-organ-system-interactions
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Video,Organization of multicellular organisms,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:untitled-26/v/organization-of-multicellular-organisms
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Video,Stem cells and differentiation,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:untitled-26/v/stem-cells-and-differentiation
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Article,Stem cells and differentiation,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:untitled-26/a/stem-cells-and-differentiation
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Article,The circulatory system review,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:human-body-systems/a/hs-the-circulatory-system-review
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Article,The digestive and excretory systems review,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:human-body-systems/a/hs-the-digestive-and-excretory-systems-review
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Article,The immune system review,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:human-body-systems/a/hs-the-immune-system-review
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Article,The musculoskeletal system review,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:human-body-systems/a/hs-the-musculoskeletal-system-review
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Article,The nervous and endocrine systems review,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:human-body-systems/a/hs-the-nervous-and-endocrine-systems-review
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Article,The reproductive system review,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:human-body-systems/a/hs-the-reproductive-system-review
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Article,The respiratory system review,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:human-body-systems/a/hs-the-respiratory-system-review
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Article,"Tissues, organs, and organ systems",https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:untitled-26/a/tissues-organs-and-organ-systems
NGSS.HS,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,Exercise,Understand: from cells to organisms,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:untitled-26/e/understand-from-cells-to-organisms
NGSS.HS,HS-LS1-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.,Exercise,Apply: homeostasis and feedback loops,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:homeostasis/e/apply-homeostasis-and-feedback-loops
NGSS.HS,HS-LS1-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.,Video,Feedback in living systems,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:homeostasis/v/feedback-in-living-systems
NGSS.HS,HS-LS1-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.,Article,Homeostasis and feedback loops,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:homeostasis/a/homeostasis-and-feedback-loops
NGSS.HS,HS-LS1-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.,Article,Negative feedback loop examples,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:homeostasis/a/negative-feedback-loop-examples
NGSS.HS,HS-LS1-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.,Article,Positive feedback loop examples,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:homeostasis/a/positive-feedback-loop-examples
NGSS.HS,HS-LS1-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.,Exercise,Understand: homeostasis and feedback loops,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:homeostasis/e/understand-homeostasis-and-feedback-loops
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Exercise,Apply: eukaryotic cell structure and function,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/e/apply-eukaryotic-cell-structure-and-function
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Exercise,Apply: prokaryotic and eukaryotic cells,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:prokaryotic-and-eukaryotic-cells/e/apply-prokaryotic-and-eukaryotic-cells
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Exercise,Apply: the cellular basis of life,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:the-cellular-basis-of-life/e/apply-the-cellular-basis-of-life
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Article,Cell biology and microscopy,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:the-cellular-basis-of-life/a/cell-biology-and-microscopy
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Article,Cell parts that capture and release energy,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/a/cell-parts-that-capture-and-release-energy
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Article,Cell parts that help make proteins,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/a/cell-parts-that-help-make-proteins
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Article,Cell parts that maintain structure,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/a/cell-parts-that-maintain-structure
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Article,"Cell parts that make, modify, and transport molecules",https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/a/cell-parts-that-make-modify-and-transport-molecules
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Video,Comparing prokaryotic and eukaryotic cells,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:prokaryotic-and-eukaryotic-cells/v/comparing-prokaryotic-and-eukaryotic-cells
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Article,Prokaryotic and eukaryotic cells,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:prokaryotic-and-eukaryotic-cells/a/prokaryotic-and-eukaryotic-cells
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Article,The cellular basis of life,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:the-cellular-basis-of-life/a/the-cellular-basis-of-life
NGSS.HS,HS-LS1.A.1,Systems of specialized cells within organisms help them perform the essential functions of life.,Exercise,Understand: parts of eukaryotic cells,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:from-cells-to-organisms/x230b3ff252126bb6:cell-structure-and-function/e/understand-parts-of-eukaryotic-cells
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Article,Activity: How can gene mutations help us understand the formation of flowers?,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:activity-how-can-gene-mutations-help-us-understand-the-formation-of-flowers/a/activity-how-can-gene-mutations-help-us-understand-the-formation-of-flowers
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Exercise,Apply: DNA structure and replication,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:dna-structure-and-replication/e/apply-dna-structure-and-replication
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Exercise,Apply: gene expression and regulation,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:untitled-348/e/apply-gene-expression-and-regulation
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Exercise,Apply: mutations,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:mutations/e/apply-mutations-hs
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Article,DNA replication,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:dna-structure-and-replication/a/dna-replication
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Article,DNA structure,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:dna-structure-and-replication/a/dna-structure
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Video,Gene expression and regulation,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:untitled-348/v/gene-expression-and-regulation
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Video,"Genes, proteins, and traits",https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:inheritance-and-variation/x0c5bb03129646fd6:genes-proteins-and-traits/v/genes-proteins-and-traits
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Article,"Genes, proteins, and traits",https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:genes-proteins-and-traits/a/genes-proteins-and-traits-hs
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Article,Mutations,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:inheritance-and-variation/x0c5bb03129646fd6:mutations/a/mutations
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Article,PhET simulation: Exploring gene expression,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:untitled-348/a/phet-simulation-exploring-gene-expression
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Exercise,PhET simulation: Exploring gene expression,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:explore-biology-through-simulations/x230b3ff252126bb6:phet-simulation-exploring-gene-expression/e/phet-simulation-gene-expression-hs
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Article,Protein structure and function,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:untitled-348/a/protein-structure-and-function
NGSS.HS,HS-LS1.A.2,"All cells contain genetic information in the form of DNA molecules. Genes are regions in the DNA that contain the instructions that code for the formation of proteins, which carry out most of the work of cells.",Article,RNA structure and function,https://www.khanacademy.org/science/hs-bio/x230b3ff252126bb6:gene-expression-and-regulation/x230b3ff252126bb6:untitled-348/a/rna-structure-and-function
